Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
Scale AI,"Product Manager, Public Sector GenAI Test & Evaluation (T&E)",New York City Metropolitan Area,scale-ai-product-manager-public-sector-genai-test-evaluation-t-e,curated-role,https://boards.greenhouse.io/scaleai,live,,https://welc.ing/r/pkt-1nom5h,https://welc.ing/packets/pkt-1nom5h/resume-light.pdf,https://welc.ing/packets/pkt-1nom5h/resume.pdf,https://welc.ing/packets/pkt-1nom5h/cover-letter.txt,https://welc.ing/packets/pkt-1nom5h/cover-letter.pdf,https://welc.ing/packets/pkt-1nom5h/pitch.html,
Scaled Cognition,Product Manager,New York City Metropolitan Area,scaled-cognition-product-manager,curated-role,https://jobs.ashbyhq.com/scaled-cognition,unknown,,https://welc.ing/r/pkt-1qvi4l4,https://welc.ing/packets/pkt-1qvi4l4/resume-light.pdf,https://welc.ing/packets/pkt-1qvi4l4/resume.pdf,https://welc.ing/packets/pkt-1qvi4l4/cover-letter.txt,https://welc.ing/packets/pkt-1qvi4l4/cover-letter.pdf,https://welc.ing/packets/pkt-1qvi4l4/pitch.html,
SecurityScorecard,"Principal Product Manager, AI",Greater Seattle Area,securityscorecard-principal-product-manager-ai,curated-role,https://boards.greenhouse.io/securityscorecard,live,,https://welc.ing/r/pkt-pni8cp,https://welc.ing/packets/pkt-pni8cp/resume-light.pdf,https://welc.ing/packets/pkt-pni8cp/resume.pdf,https://welc.ing/packets/pkt-pni8cp/cover-letter.txt,https://welc.ing/packets/pkt-pni8cp/cover-letter.pdf,https://welc.ing/packets/pkt-pni8cp/pitch.html,
SecurityScorecard,"Senior Product Manager, AI",New York City Metropolitan Area,securityscorecard-senior-product-manager-ai,curated-role,https://boards.greenhouse.io/securityscorecard,live,,https://welc.ing/r/pkt-9is3cv,https://welc.ing/packets/pkt-9is3cv/resume-light.pdf,https://welc.ing/packets/pkt-9is3cv/resume.pdf,https://welc.ing/packets/pkt-9is3cv/cover-letter.txt,https://welc.ing/packets/pkt-9is3cv/cover-letter.pdf,https://welc.ing/packets/pkt-9is3cv/pitch.html,
Squarespace,Product Engagement Lead,"New York, NY",squarespace-product-engagement-lead,curated-role,https://boards.greenhouse.io/squarespace,live,,https://welc.ing/r/pkt-muwg4d,https://welc.ing/packets/pkt-muwg4d/resume-light.pdf,https://welc.ing/packets/pkt-muwg4d/resume.pdf,https://welc.ing/packets/pkt-muwg4d/cover-letter.txt,https://welc.ing/packets/pkt-muwg4d/cover-letter.pdf,https://welc.ing/packets/pkt-muwg4d/pitch.html,
"Syndesus, Inc.",Senior/Staff Product Manager (AI Agents),"New York, NY",syndesus-inc-senior-staff-product-manager-ai-agents,curated-role,,,,https://welc.ing/r/pkt-xfx71y,https://welc.ing/packets/pkt-xfx71y/resume-light.pdf,https://welc.ing/packets/pkt-xfx71y/resume.pdf,https://welc.ing/packets/pkt-xfx71y/cover-letter.txt,https://welc.ing/packets/pkt-xfx71y/cover-letter.pdf,https://welc.ing/packets/pkt-xfx71y/pitch.html,
Talener,Principal - Product Manager,"Hoboken, NJ",talener-principal-product-manager,curated-role,https://www.talener.com/jobs,live,,https://welc.ing/r/pkt-j15hl7,https://welc.ing/packets/pkt-j15hl7/resume-light.pdf,https://welc.ing/packets/pkt-j15hl7/resume.pdf,https://welc.ing/packets/pkt-j15hl7/cover-letter.txt,https://welc.ing/packets/pkt-j15hl7/cover-letter.pdf,https://welc.ing/packets/pkt-j15hl7/pitch.html,
Talkdesk,Forward Deployed AI Product Manager,United States,talkdesk-forward-deployed-ai-product-manager,curated-role,https://careers.talkdesk.com,live,,https://welc.ing/r/pkt-1ia2bf2,https://welc.ing/packets/pkt-1ia2bf2/resume-light.pdf,https://welc.ing/packets/pkt-1ia2bf2/resume.pdf,https://welc.ing/packets/pkt-1ia2bf2/cover-letter.txt,https://welc.ing/packets/pkt-1ia2bf2/cover-letter.pdf,https://welc.ing/packets/pkt-1ia2bf2/pitch.html,
TEEMA,AI Product Manager,United States,teema-ai-product-manager,curated-role,https://jobs.smartrecruiters.com/teema,live,,https://welc.ing/r/pkt-18wlw3a,https://welc.ing/packets/pkt-18wlw3a/resume-light.pdf,https://welc.ing/packets/pkt-18wlw3a/resume.pdf,https://welc.ing/packets/pkt-18wlw3a/cover-letter.txt,https://welc.ing/packets/pkt-18wlw3a/cover-letter.pdf,https://welc.ing/packets/pkt-18wlw3a/pitch.html,
Tessera Labs,Product Manager,"New York, NY",tessera-labs-product-manager,curated-role,https://jobs.ashbyhq.com/tessera-labs,unknown,,https://welc.ing/r/pkt-1pfqycf,https://welc.ing/packets/pkt-1pfqycf/resume-light.pdf,https://welc.ing/packets/pkt-1pfqycf/resume.pdf,https://welc.ing/packets/pkt-1pfqycf/cover-letter.txt,https://welc.ing/packets/pkt-1pfqycf/cover-letter.pdf,https://welc.ing/packets/pkt-1pfqycf/pitch.html,
The D. E. Shaw Group,AI Product Engineer - Private Equity Platform,"New York, NY",the-d-e-shaw-group-ai-product-engineer-private-equity-platform,curated-role,,,,https://welc.ing/r/pkt-1yrqei4,https://welc.ing/packets/pkt-1yrqei4/resume-light.pdf,https://welc.ing/packets/pkt-1yrqei4/resume.pdf,https://welc.ing/packets/pkt-1yrqei4/cover-letter.txt,https://welc.ing/packets/pkt-1yrqei4/cover-letter.pdf,https://welc.ing/packets/pkt-1yrqei4/pitch.html,
Three Pillars Recruiting,Product Lead - Rapidly Growing AI AdTech/MarTech Startup - Salesforce Ventures,"New York, NY",three-pillars-recruiting-product-lead-rapidly-growing-ai-adtech-martech-startup-salesforce-ventures,curated-role,,,,https://welc.ing/r/pkt-ppyq12,https://welc.ing/packets/pkt-ppyq12/resume-light.pdf,https://welc.ing/packets/pkt-ppyq12/resume.pdf,https://welc.ing/packets/pkt-ppyq12/cover-letter.txt,https://welc.ing/packets/pkt-ppyq12/cover-letter.pdf,https://welc.ing/packets/pkt-ppyq12/pitch.html,
Thresh Consulting,Senior Product Manager,New York City Metropolitan Area,thresh-consulting-senior-product-manager,curated-role,,,,https://welc.ing/r/pkt-kq9dkf,https://welc.ing/packets/pkt-kq9dkf/resume-light.pdf,https://welc.ing/packets/pkt-kq9dkf/resume.pdf,https://welc.ing/packets/pkt-kq9dkf/cover-letter.txt,https://welc.ing/packets/pkt-kq9dkf/cover-letter.pdf,https://welc.ing/packets/pkt-kq9dkf/pitch.html,
Uber,Lead Product Manager Remote Assistance,"New York, NY",uber-lead-product-manager-remote-assistance,curated-role,https://www.uber.com/careers,live,,https://welc.ing/r/pkt-1f4uzqs,https://welc.ing/packets/pkt-1f4uzqs/resume-light.pdf,https://welc.ing/packets/pkt-1f4uzqs/resume.pdf,https://welc.ing/packets/pkt-1f4uzqs/cover-letter.txt,https://welc.ing/packets/pkt-1f4uzqs/cover-letter.pdf,https://welc.ing/packets/pkt-1f4uzqs/pitch.html,
Weights & Biases,"Staff Product Manager, Training Infrastructure - Weights & Biases","New York, NY",weights-biases-staff-product-manager-training-infrastructure-weights-biases,curated-role,,,,https://welc.ing/r/pkt-1nblvy8,https://welc.ing/packets/pkt-1nblvy8/resume-light.pdf,https://welc.ing/packets/pkt-1nblvy8/resume.pdf,https://welc.ing/packets/pkt-1nblvy8/cover-letter.txt,https://welc.ing/packets/pkt-1nblvy8/cover-letter.pdf,https://welc.ing/packets/pkt-1nblvy8/pitch.html,
Workiva,Senior AI Product Manager,"New York, NY",workiva-senior-ai-product-manager,curated-role,https://www.workiva.com/careers,live,,https://welc.ing/r/pkt-1r8ay50,https://welc.ing/packets/pkt-1r8ay50/resume-light.pdf,https://welc.ing/packets/pkt-1r8ay50/resume.pdf,https://welc.ing/packets/pkt-1r8ay50/cover-letter.txt,https://welc.ing/packets/pkt-1r8ay50/cover-letter.pdf,https://welc.ing/packets/pkt-1r8ay50/pitch.html,
Zeta Global,Senior Product Manager - Addressability,"New York, NY",zeta-global-senior-product-manager-addressability,curated-role,https://boards.greenhouse.io/zetaglobal,live,,https://welc.ing/r/pkt-1f3xeaj,https://welc.ing/packets/pkt-1f3xeaj/resume-light.pdf,https://welc.ing/packets/pkt-1f3xeaj/resume.pdf,https://welc.ing/packets/pkt-1f3xeaj/cover-letter.txt,https://welc.ing/packets/pkt-1f3xeaj/cover-letter.pdf,https://welc.ing/packets/pkt-1f3xeaj/pitch.html,
Adobe,Senior Product Manager,"New York, NY",adobe-senior-product-manager,curated-role,https://careers.adobe.com,live,,https://welc.ing/r/pkt-tqwd0l,https://welc.ing/packets/pkt-tqwd0l/resume-light.pdf,https://welc.ing/packets/pkt-tqwd0l/resume.pdf,https://welc.ing/packets/pkt-tqwd0l/cover-letter.txt,https://welc.ing/packets/pkt-tqwd0l/cover-letter.pdf,https://welc.ing/packets/pkt-tqwd0l/pitch.html,
Amazon Web Services (AWS),"Senior Product Manager - Technical (External Services), AWS Support and Operations","New York, NY",amazon-web-services-aws-senior-product-manager-technical-external-services-aws-support-and-operations,curated-role,,,,https://welc.ing/r/pkt-ljeit2,https://welc.ing/packets/pkt-ljeit2/resume-light.pdf,https://welc.ing/packets/pkt-ljeit2/resume.pdf,https://welc.ing/packets/pkt-ljeit2/cover-letter.txt,https://welc.ing/packets/pkt-ljeit2/cover-letter.pdf,https://welc.ing/packets/pkt-ljeit2/pitch.html,
Applecart,"Principal Product Manager, Measurement","New York, NY",applecart-principal-product-manager-measurement,curated-role,https://boards.greenhouse.io/applecart,live,,https://welc.ing/r/pkt-1knkc5l,https://welc.ing/packets/pkt-1knkc5l/resume-light.pdf,https://welc.ing/packets/pkt-1knkc5l/resume.pdf,https://welc.ing/packets/pkt-1knkc5l/cover-letter.txt,https://welc.ing/packets/pkt-1knkc5l/cover-letter.pdf,https://welc.ing/packets/pkt-1knkc5l/pitch.html,
BlackRock,"Senior Product Manager - Aladdin Studio Developer, DIR","New York, NY",blackrock-senior-product-manager-aladdin-studio-developer-dir,curated-role,https://careers.blackrock.com,live,,https://welc.ing/r/pkt-p6l0go,https://welc.ing/packets/pkt-p6l0go/resume-light.pdf,https://welc.ing/packets/pkt-p6l0go/resume.pdf,https://welc.ing/packets/pkt-p6l0go/cover-letter.txt,https://welc.ing/packets/pkt-p6l0go/cover-letter.pdf,https://welc.ing/packets/pkt-p6l0go/pitch.html,
BlackRock,"Technology Product Lead, Director","New York, NY",blackrock-technology-product-lead-director,curated-role,https://careers.blackrock.com,live,,https://welc.ing/r/pkt-pd0sle,https://welc.ing/packets/pkt-pd0sle/resume-light.pdf,https://welc.ing/packets/pkt-pd0sle/resume.pdf,https://welc.ing/packets/pkt-pd0sle/cover-letter.txt,https://welc.ing/packets/pkt-pd0sle/cover-letter.pdf,https://welc.ing/packets/pkt-pd0sle/pitch.html,
Bloomberg,Product Delivery Manager - Engineering COO Office,"New York, NY",bloomberg-product-delivery-manager-engineering-coo-office,curated-role,https://jobs.smartrecruiters.com/bloomberg,live,,https://welc.ing/r/pkt-1gwjk02,https://welc.ing/packets/pkt-1gwjk02/resume-light.pdf,https://welc.ing/packets/pkt-1gwjk02/resume.pdf,https://welc.ing/packets/pkt-1gwjk02/cover-letter.txt,https://welc.ing/packets/pkt-1gwjk02/cover-letter.pdf,https://welc.ing/packets/pkt-1gwjk02/pitch.html,
Bloomberg,"Product Management Lead, Data Activation - CTO Office","New York, NY",bloomberg-product-management-lead-data-activation-cto-office,curated-role,https://jobs.smartrecruiters.com/bloomberg,live,,https://welc.ing/r/pkt-hi1p9b,https://welc.ing/packets/pkt-hi1p9b/resume-light.pdf,https://welc.ing/packets/pkt-hi1p9b/resume.pdf,https://welc.ing/packets/pkt-hi1p9b/cover-letter.txt,https://welc.ing/packets/pkt-hi1p9b/cover-letter.pdf,https://welc.ing/packets/pkt-hi1p9b/pitch.html,
Bloomberg,"Product Management Lead, Data Foundations - CTO Office","New York, NY",bloomberg-product-management-lead-data-foundations-cto-office,curated-role,https://jobs.smartrecruiters.com/bloomberg,live,,https://welc.ing/r/pkt-1i10nrr,https://welc.ing/packets/pkt-1i10nrr/resume-light.pdf,https://welc.ing/packets/pkt-1i10nrr/resume.pdf,https://welc.ing/packets/pkt-1i10nrr/cover-letter.txt,https://welc.ing/packets/pkt-1i10nrr/cover-letter.pdf,https://welc.ing/packets/pkt-1i10nrr/pitch.html,
Bloomberg,Product Manager - Data User Experience - BQuant,"New York, NY",bloomberg-product-manager-data-user-experience-bquant,curated-role,https://jobs.smartrecruiters.com/bloomberg,live,,https://welc.ing/r/pkt-712u2u,https://welc.ing/packets/pkt-712u2u/resume-light.pdf,https://welc.ing/packets/pkt-712u2u/resume.pdf,https://welc.ing/packets/pkt-712u2u/cover-letter.txt,https://welc.ing/packets/pkt-712u2u/cover-letter.pdf,https://welc.ing/packets/pkt-712u2u/pitch.html,
Bloomberg,Technical Product Manager - Content Platform,"New York, NY",bloomberg-technical-product-manager-content-platform,curated-role,https://jobs.smartrecruiters.com/bloomberg,live,,https://welc.ing/r/pkt-1twhrmq,https://welc.ing/packets/pkt-1twhrmq/resume-light.pdf,https://welc.ing/packets/pkt-1twhrmq/resume.pdf,https://welc.ing/packets/pkt-1twhrmq/cover-letter.txt,https://welc.ing/packets/pkt-1twhrmq/cover-letter.pdf,https://welc.ing/packets/pkt-1twhrmq/pitch.html,
Bloomberg,Technical Product Manager - Data AI,"New York, NY",bloomberg-technical-product-manager-data-ai,curated-role,https://jobs.smartrecruiters.com/bloomberg,live,,https://welc.ing/r/pkt-1quujz2,https://welc.ing/packets/pkt-1quujz2/resume-light.pdf,https://welc.ing/packets/pkt-1quujz2/resume.pdf,https://welc.ing/packets/pkt-1quujz2/cover-letter.txt,https://welc.ing/packets/pkt-1quujz2/cover-letter.pdf,https://welc.ing/packets/pkt-1quujz2/pitch.html,
Capital One,"Manager, Product Management - Customer Assist Observability","New York, NY",capital-one-manager-product-management-customer-assist-observability,curated-role,,,,https://welc.ing/r/pkt-1ka5gwh,https://welc.ing/packets/pkt-1ka5gwh/resume-light.pdf,https://welc.ing/packets/pkt-1ka5gwh/resume.pdf,https://welc.ing/packets/pkt-1ka5gwh/cover-letter.txt,https://welc.ing/packets/pkt-1ka5gwh/cover-letter.pdf,https://welc.ing/packets/pkt-1ka5gwh/pitch.html,
Capital One,"Manager, Product Management - Enterprise AI/ML","New York, NY",capital-one-manager-product-management-enterprise-ai-ml,curated-role,,,,https://welc.ing/r/pkt-h3vkx9,https://welc.ing/packets/pkt-h3vkx9/resume-light.pdf,https://welc.ing/packets/pkt-h3vkx9/resume.pdf,https://welc.ing/packets/pkt-h3vkx9/cover-letter.txt,https://welc.ing/packets/pkt-h3vkx9/cover-letter.pdf,https://welc.ing/packets/pkt-h3vkx9/pitch.html,
Cedar,Principal Product Manager (AI/ML Personalization Platform),"New York, NY",cedar-principal-product-manager-ai-ml-personalization-platform,curated-role,https://www.cedar.com/careers,live,,https://welc.ing/r/pkt-x1jce3,https://welc.ing/packets/pkt-x1jce3/resume-light.pdf,https://welc.ing/packets/pkt-x1jce3/resume.pdf,https://welc.ing/packets/pkt-x1jce3/cover-letter.txt,https://welc.ing/packets/pkt-x1jce3/cover-letter.pdf,https://welc.ing/packets/pkt-x1jce3/pitch.html,
Circle,"Lead Product Manager, Token (Chicago)",Greater Chicago Area,circle-lead-product-manager-token-chicago,curated-role,https://careers.circle.com,live,,https://welc.ing/r/pkt-8zfwwx,https://welc.ing/packets/pkt-8zfwwx/resume-light.pdf,https://welc.ing/packets/pkt-8zfwwx/resume.pdf,https://welc.ing/packets/pkt-8zfwwx/cover-letter.txt,https://welc.ing/packets/pkt-8zfwwx/cover-letter.pdf,https://welc.ing/packets/pkt-8zfwwx/pitch.html,
Circle,"Lead Product Manager, Token (Tampa)",Greater Tampa Bay Area,circle-lead-product-manager-token-tampa,curated-role,https://careers.circle.com,live,,https://welc.ing/r/pkt-towtdc,https://welc.ing/packets/pkt-towtdc/resume-light.pdf,https://welc.ing/packets/pkt-towtdc/resume.pdf,https://welc.ing/packets/pkt-towtdc/cover-letter.txt,https://welc.ing/packets/pkt-towtdc/cover-letter.pdf,https://welc.ing/packets/pkt-towtdc/pitch.html,
Cockroach Labs,Staff Product Manager (Data Onboarding),"New York, NY",cockroach-labs-staff-product-manager-data-onboarding,curated-role,https://boards.greenhouse.io/cockroachlabs,live,,https://welc.ing/r/pkt-170x7yr,https://welc.ing/packets/pkt-170x7yr/resume-light.pdf,https://welc.ing/packets/pkt-170x7yr/resume.pdf,https://welc.ing/packets/pkt-170x7yr/cover-letter.txt,https://welc.ing/packets/pkt-170x7yr/cover-letter.pdf,https://welc.ing/packets/pkt-170x7yr/pitch.html,
Compass,Senior Product Manager II,"New York, NY",compass-senior-product-manager-ii,curated-role,https://www.compass.com/careers,live,,https://welc.ing/r/pkt-y4u295,https://welc.ing/packets/pkt-y4u295/resume-light.pdf,https://welc.ing/packets/pkt-y4u295/resume.pdf,https://welc.ing/packets/pkt-y4u295/cover-letter.txt,https://welc.ing/packets/pkt-y4u295/cover-letter.pdf,https://welc.ing/packets/pkt-y4u295/pitch.html,
Compass,Senior Product Manager II - Consumer Search,"New York, NY",compass-senior-product-manager-ii-consumer-search,curated-role,https://www.compass.com/careers,live,,https://welc.ing/r/pkt-a57hsn,https://welc.ing/packets/pkt-a57hsn/resume-light.pdf,https://welc.ing/packets/pkt-a57hsn/resume.pdf,https://welc.ing/packets/pkt-a57hsn/cover-letter.txt,https://welc.ing/packets/pkt-a57hsn/cover-letter.pdf,https://welc.ing/packets/pkt-a57hsn/pitch.html,
Compass,Staff Product Manager - SEO,"New York, NY",compass-staff-product-manager-seo,curated-role,https://www.compass.com/careers,live,,https://welc.ing/r/pkt-1ey194u,https://welc.ing/packets/pkt-1ey194u/resume-light.pdf,https://welc.ing/packets/pkt-1ey194u/resume.pdf,https://welc.ing/packets/pkt-1ey194u/cover-letter.txt,https://welc.ing/packets/pkt-1ey194u/cover-letter.pdf,https://welc.ing/packets/pkt-1ey194u/pitch.html,
CoreWeave,"Senior Product Manager, Data Center","New York, NY",coreweave-senior-product-manager-data-center,curated-role,https://boards.greenhouse.io/coreweave,live,,https://welc.ing/r/pkt-1rqz1gu,https://welc.ing/packets/pkt-1rqz1gu/resume-light.pdf,https://welc.ing/packets/pkt-1rqz1gu/resume.pdf,https://welc.ing/packets/pkt-1rqz1gu/cover-letter.txt,https://welc.ing/packets/pkt-1rqz1gu/cover-letter.pdf,https://welc.ing/packets/pkt-1rqz1gu/pitch.html,
CoreWeave,"Senior Product Manager, GTM","New York, NY",coreweave-senior-product-manager-gtm,curated-role,https://boards.greenhouse.io/coreweave,live,,https://welc.ing/r/pkt-1paf8hi,https://welc.ing/packets/pkt-1paf8hi/resume-light.pdf,https://welc.ing/packets/pkt-1paf8hi/resume.pdf,https://welc.ing/packets/pkt-1paf8hi/cover-letter.txt,https://welc.ing/packets/pkt-1paf8hi/cover-letter.pdf,https://welc.ing/packets/pkt-1paf8hi/pitch.html,
CoreWeave,"Staff Product Manager, Data Services","New York, NY",coreweave-staff-product-manager-data-services,curated-role,https://boards.greenhouse.io/coreweave,live,,https://welc.ing/r/pkt-8otv6r,https://welc.ing/packets/pkt-8otv6r/resume-light.pdf,https://welc.ing/packets/pkt-8otv6r/resume.pdf,https://welc.ing/packets/pkt-8otv6r/cover-letter.txt,https://welc.ing/packets/pkt-8otv6r/cover-letter.pdf,https://welc.ing/packets/pkt-8otv6r/pitch.html,
Cornerstone Research,"Product Manager (Hybrid, US)",New York City Metropolitan Area,cornerstone-research-product-manager-hybrid-us,curated-role,https://www.cornerstone-research.com/careers,live,,https://welc.ing/r/pkt-1ooojr3,https://welc.ing/packets/pkt-1ooojr3/resume-light.pdf,https://welc.ing/packets/pkt-1ooojr3/resume.pdf,https://welc.ing/packets/pkt-1ooojr3/cover-letter.txt,https://welc.ing/packets/pkt-1ooojr3/cover-letter.pdf,https://welc.ing/packets/pkt-1ooojr3/pitch.html,
Daloopa,Product Manager - AI,"New York, NY",daloopa-product-manager-ai,curated-role,https://www.daloopa.com/careers,live,,https://welc.ing/r/pkt-1eg2x2y,https://welc.ing/packets/pkt-1eg2x2y/resume-light.pdf,https://welc.ing/packets/pkt-1eg2x2y/resume.pdf,https://welc.ing/packets/pkt-1eg2x2y/cover-letter.txt,https://welc.ing/packets/pkt-1eg2x2y/cover-letter.pdf,https://welc.ing/packets/pkt-1eg2x2y/pitch.html,
Databricks,Sr. Product Manager - Technical,"New York, NY",databricks-sr-product-manager-technical,curated-role,https://boards.greenhouse.io/databricks,live,,https://welc.ing/r/pkt-1xz0cqn,https://welc.ing/packets/pkt-1xz0cqn/resume-light.pdf,https://welc.ing/packets/pkt-1xz0cqn/resume.pdf,https://welc.ing/packets/pkt-1xz0cqn/cover-letter.txt,https://welc.ing/packets/pkt-1xz0cqn/cover-letter.pdf,https://welc.ing/packets/pkt-1xz0cqn/pitch.html,
Datadog,"Director, Product Management - Core Platforms","New York, NY",datadog-director-product-management-core-platforms,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-trr4e5,https://welc.ing/packets/pkt-trr4e5/resume-light.pdf,https://welc.ing/packets/pkt-trr4e5/resume.pdf,https://welc.ing/packets/pkt-trr4e5/cover-letter.txt,https://welc.ing/packets/pkt-trr4e5/cover-letter.pdf,https://welc.ing/packets/pkt-trr4e5/pitch.html,
Datadog,Group Product Manager - Threat Detection and Incident Response (Cloud SIEM),"New York, NY",datadog-group-product-manager-threat-detection-and-incident-response-cloud-siem,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-1lb5b92,https://welc.ing/packets/pkt-1lb5b92/resume-light.pdf,https://welc.ing/packets/pkt-1lb5b92/resume.pdf,https://welc.ing/packets/pkt-1lb5b92/cover-letter.txt,https://welc.ing/packets/pkt-1lb5b92/cover-letter.pdf,https://welc.ing/packets/pkt-1lb5b92/pitch.html,
Datadog,Product Manager II - Security Graph Foundations,"New York, NY",datadog-product-manager-ii-security-graph-foundations,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-1ipdoqr,https://welc.ing/packets/pkt-1ipdoqr/resume-light.pdf,https://welc.ing/packets/pkt-1ipdoqr/resume.pdf,https://welc.ing/packets/pkt-1ipdoqr/cover-letter.txt,https://welc.ing/packets/pkt-1ipdoqr/cover-letter.pdf,https://welc.ing/packets/pkt-1ipdoqr/pitch.html,
Datadog,"Senior Product Manager, AAA/Enterprise Growth","New York, NY",datadog-senior-product-manager-aaa-enterprise-growth,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-5snw1u,https://welc.ing/packets/pkt-5snw1u/resume-light.pdf,https://welc.ing/packets/pkt-5snw1u/resume.pdf,https://welc.ing/packets/pkt-5snw1u/cover-letter.txt,https://welc.ing/packets/pkt-5snw1u/cover-letter.pdf,https://welc.ing/packets/pkt-5snw1u/pitch.html,
Datadog,Senior Product Manager - Data Agent,"New York, NY",datadog-senior-product-manager-data-agent,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-1autz65,https://welc.ing/packets/pkt-1autz65/resume-light.pdf,https://welc.ing/packets/pkt-1autz65/resume.pdf,https://welc.ing/packets/pkt-1autz65/cover-letter.txt,https://welc.ing/packets/pkt-1autz65/cover-letter.pdf,https://welc.ing/packets/pkt-1autz65/pitch.html,
Datadog,Senior Product Manager - Database AI Optimization,"New York, NY",datadog-senior-product-manager-database-ai-optimization,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-100knal,https://welc.ing/packets/pkt-100knal/resume-light.pdf,https://welc.ing/packets/pkt-100knal/resume.pdf,https://welc.ing/packets/pkt-100knal/cover-letter.txt,https://welc.ing/packets/pkt-100knal/cover-letter.pdf,https://welc.ing/packets/pkt-100knal/pitch.html,
Datadog,Senior Product Manager - Integrations & Ecosystem,"New York, NY",datadog-senior-product-manager-integrations-ecosystem,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-1xix9bj,https://welc.ing/packets/pkt-1xix9bj/resume-light.pdf,https://welc.ing/packets/pkt-1xix9bj/resume.pdf,https://welc.ing/packets/pkt-1xix9bj/cover-letter.txt,https://welc.ing/packets/pkt-1xix9bj/cover-letter.pdf,https://welc.ing/packets/pkt-1xix9bj/pitch.html,
Datadog,Senior Technical Product Marketing Manager - Security,"New York, NY",datadog-senior-technical-product-marketing-manager-security,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-e6md2u,https://welc.ing/packets/pkt-e6md2u/resume-light.pdf,https://welc.ing/packets/pkt-e6md2u/resume.pdf,https://welc.ing/packets/pkt-e6md2u/cover-letter.txt,https://welc.ing/packets/pkt-e6md2u/cover-letter.pdf,https://welc.ing/packets/pkt-e6md2u/pitch.html,
dbt Labs,Staff Product Manager- Developer Experience,United States,dbt-labs-staff-product-manager-developer-experience,curated-role,,,,https://welc.ing/r/pkt-1pmlkyp,https://welc.ing/packets/pkt-1pmlkyp/resume-light.pdf,https://welc.ing/packets/pkt-1pmlkyp/resume.pdf,https://welc.ing/packets/pkt-1pmlkyp/cover-letter.txt,https://welc.ing/packets/pkt-1pmlkyp/cover-letter.pdf,https://welc.ing/packets/pkt-1pmlkyp/pitch.html,
Digital Asset,"Principal Product Manager, Canton Network Ecosystem",New York City Metropolitan Area,digital-asset-principal-product-manager-canton-network-ecosystem,curated-role,,,,https://welc.ing/r/pkt-1j9j8gr,https://welc.ing/packets/pkt-1j9j8gr/resume-light.pdf,https://welc.ing/packets/pkt-1j9j8gr/resume.pdf,https://welc.ing/packets/pkt-1j9j8gr/cover-letter.txt,https://welc.ing/packets/pkt-1j9j8gr/cover-letter.pdf,https://welc.ing/packets/pkt-1j9j8gr/pitch.html,
Digital Asset,"Principal Product Manager, Splice - US",New York City Metropolitan Area,digital-asset-principal-product-manager-splice-us,curated-role,,,,https://welc.ing/r/pkt-1xyioyl,https://welc.ing/packets/pkt-1xyioyl/resume-light.pdf,https://welc.ing/packets/pkt-1xyioyl/resume.pdf,https://welc.ing/packets/pkt-1xyioyl/cover-letter.txt,https://welc.ing/packets/pkt-1xyioyl/cover-letter.pdf,https://welc.ing/packets/pkt-1xyioyl/pitch.html,
DoorDash,"Associate Manager, Partner Integrations","New York, NY",doordash-associate-manager-partner-integrations,curated-role,https://jobs.smartrecruiters.com/doordash,live,,https://welc.ing/r/pkt-jel9t3,https://welc.ing/packets/pkt-jel9t3/resume-light.pdf,https://welc.ing/packets/pkt-jel9t3/resume.pdf,https://welc.ing/packets/pkt-jel9t3/cover-letter.txt,https://welc.ing/packets/pkt-jel9t3/cover-letter.pdf,https://welc.ing/packets/pkt-jel9t3/pitch.html,
DoorDash,Product Manager (Multiple Levels),"New York, NY",doordash-product-manager-multiple-levels,curated-role,https://jobs.smartrecruiters.com/doordash,live,,https://welc.ing/r/pkt-hgeh8a,https://welc.ing/packets/pkt-hgeh8a/resume-light.pdf,https://welc.ing/packets/pkt-hgeh8a/resume.pdf,https://welc.ing/packets/pkt-hgeh8a/cover-letter.txt,https://welc.ing/packets/pkt-hgeh8a/cover-letter.pdf,https://welc.ing/packets/pkt-hgeh8a/pitch.html,
